RA,Nome,Fase,Turma,Ano_Dados,Ano_nasc,Idade,Genero,Ano_ingresso,Instituicao_de_ensino,Pedra,INDE,Cg,Cf,Ct,N_Av,Avaliador1,Rec_Av1,Avaliador2,Rec_Av2,Avaliador3,Rec_Av3,Avaliador4,Rec_Av4,IAA,IEG,IPS,IPP,Rec_Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu_PV,IPV,IAN,Fase_Ideal,Defasagem,Destaque_IEG,Destaque_IDA,Destaque_IPV
RA-614,Aluno-614,3,3U,2024,2010,14,,2021,Pública,Ametista,7.8284999999666685,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,9.585,9.7,7.51,7.916666667,,6.833333333333333,8.0,4.5,8.0,,,7.603333333,5.0,Fase 4 (9° ano),-1,,,
RA-616,Aluno-616,3,3U,2024,2010,14,,2021,Pública,Quartzo,5.457877193033333,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,7.5,3.087719298333333,6.885,6.458333333,,3.8333333333333335,3.0,3.5,5.0,,,4.946666667,10.0,Fase 3 (7° e 8° ano),0,,,
RA-618,Aluno-618,3,3K,2024,2009,15,,2021,Pública,Agata,6.718348148233334,,,,3.0,Avaliador-21,,Avaliador-7,,Avaliador-10,,,,10.002,8.324074074,6.88,6.666666667,,4.166666666666667,5.0,4.5,3.0,,,6.826666667,5.0,Fase 5 (1° EM),-2,,,
RA-62,Aluno-62,8,8F,2024,2005,18,,2022,Privada *Parcerias com Bolsa 100%,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,10.0,Fase 8 (Universitários),0,,,
RA-620,Aluno-620,3,3U,2024,2010,14,,2021,Pública,Quartzo,5.766892063566667,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,8.334,3.984126984333333,7.51,7.083333333,,2.5,3.5,2.5,1.5,,,5.886666667,10.0,Fase 3 (7° e 8° ano),0,,,
RA-623,Aluno-623,3,3U,2024,2009,15,,2022,Pública,Agata,6.357733333300001,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,8.334,7.399999999999999,6.885,6.458333333,,4.0,3.5,2.5,6.0,,,7.05,5.0,Fase 4 (9° ano),-1,,,
RA-624,Aluno-624,2,2L,2024,2012,12,,2022,Pública,Ametista,7.229425672900001,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.002,8.219461698,7.51,7.916666667,,4.0,8.0,0.0,,,,7.213333333,10.0,Fase 2 (5° e 6° ano),0,,,
RA-626,Aluno-626,3,3U,2024,2011,13,,2021,Pública,Agata,6.407590225500001,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,9.585,3.380451127666667,6.885,7.291666667,,5.333333333333333,5.5,3.5,7.0,,,6.443333333,10.0,Fase 3 (7° e 8° ano),0,,,
RA-628,Aluno-628,2,2U,2024,2011,13,,2022,Pública,Topázio,8.2366166666,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.002,10.0,7.51,7.1875,,9.0,8.0,10.0,,,,7.833333333,5.0,Fase 3 (7° e 8° ano),-1,,,
RA-629,Aluno-629,2,2U,2024,2013,11,,2022,Pública,Topázio,8.061295238200001,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,10.002,9.523809524,7.51,7.5,,6.0,6.0,6.0,,,,7.276666667,10.0,Fase 2 (5° e 6° ano),0,,,
RA-630,Aluno-630,2,2L,2024,2013,11,,2022,Pública,Agata,6.879985507300001,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,0.0,8.4782608695,7.51,7.5,,5.75,6.0,5.5,,,,7.666666667,10.0,Fase 2 (5° e 6° ano),0,,,
RA-631,Aluno-631,3,3L,2024,2010,14,,2022,Pública,Agata,6.795673420466667,,,,4.0,Avaliador-20,,Avaliador-21,,Avaliador-26,,Avaliador-10,,8.334,7.212200435666666,8.75,5.625,,4.166666666666667,7.0,3.5,2.0,,,6.245,10.0,Fase 3 (7° e 8° ano),0,,,
RA-632,Aluno-632,3,3P,2024,2012,12,,2022,Pública,Ametista,7.515491249000001,,,,4.0,Avaliador-21,,Avaliador-23,,Avaliador-5,,Avaliador-26,,7.917,8.999164578333334,6.875,8.28125,,4.166666666666667,0.0,6.0,6.5,,,7.875,10.0,Fase 3 (7° e 8° ano),0,,,
RA-633,Aluno-633,3,3P,2024,2011,13,,2021,Pública,Quartzo,5.228470175466667,,,,4.0,Avaliador-21,,Avaliador-23,,Avaliador-5,,Avaliador-26,,4.584,4.707017544,2.51,6.875,,3.333333333333333,4.0,6.0,0.0,,,6.1175,10.0,Fase 3 (7° e 8° ano),0,,,
RA-636,Aluno-636,2,2P,2024,2012,12,,2022,Pública,Agata,6.3802279106,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.002,4.9043062200000005,7.51,6.875,,5.25,4.0,6.5,,,,5.553333333,10.0,Fase 2 (5° e 6° ano),0,,,
RA-637,Aluno-637,2,2P,2024,2012,12,,2021,Pública,Ametista,7.6853212122,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,7.502,6.2272727275,7.51,8.333333333,,7.75,6.5,9.0,,,,7.776666667,10.0,Fase 2 (5° e 6° ano),0,,,
RA-638,Aluno-638,2,2P,2024,2013,11,,2021,Pública,Agata,6.7464878789,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.502,5.7272727275,7.51,8.125,,5.0,4.0,6.0,,,,5.936666667,10.0,Fase 2 (5° e 6° ano),0,,,
RA-639,Aluno-639,3,3P,2024,2012,12,,2021,Pública,Quartzo,5.7693807644,,,,4.0,Avaliador-21,,Avaliador-23,,Avaliador-5,,Avaliador-26,,7.917,5.278195488666667,2.51,6.71875,,3.8333333333333335,1.0,4.5,6.0,,,6.1625,10.0,Fase 3 (7° e 8° ano),0,,,
RA-64,Aluno-64,7,7A,2024,2006,18,,2021,Privada - Programa de Apadrinhamento,Topázio,8.743607059266667,,,,3.0,Avaliador-22,,Avaliador-26,,Avaliador-7,,,,10.002,8.980785296666667,8.135,8.4375,,8.166666666666666,8.0,6.5,10.0,,,8.283333333,10.0,Fase 7 (3° EM),0,,,
RA-642,Aluno-642,3,3P,2024,2012,12,,2021,Pública,Ametista,7.082591269866667,,,,4.0,Avaliador-21,,Avaliador-23,,Avaliador-5,,Avaliador-26,,9.585,9.149206349333332,3.76,7.1875,,4.0,2.0,5.0,5.0,,,6.9975,10.0,Fase 3 (7° e 8° ano),0,,,
RA-643,Aluno-643,2,2P,2024,2012,12,,2022,Pública,Agata,6.402239075100001,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.002,6.8660287085,7.51,8.125,,4.5,3.0,6.0,,,,5.826666667,5.0,Fase 3 (7° e 8° ano),-1,,,
RA-645,Aluno-645,2,2P,2024,2012,12,,2022,Pública,Ametista,7.502239394,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,7.418,8.3863636365,7.51,7.708333333,,5.25,3.0,7.5,,,,7.556666667,10.0,Fase 2 (5° e 6° ano),0,,,
RA-646,Aluno-646,3,3P,2024,2009,14,,2021,Pública,Ametista,7.715491666666668,,,,4.0,Avaliador-21,,Avaliador-23,,Avaliador-5,,Avaliador-26,,10.002,9.266666666666667,7.51,8.28125,,6.166666666666667,9.0,4.5,5.0,,,7.7475,5.0,Fase 4 (9° ano),-1,,,
RA-649,Aluno-649,3,3R,2024,2010,14,,2021,Pública,Agata,6.985329691766667,,,,3.0,Avaliador-20,,Avaliador-21,,Avaliador-23,,,,8.751,6.004481792666667,8.76,8.333333333,,3.6666666666666665,5.5,4.0,1.5,,,7.333333333,10.0,Fase 3 (7° e 8° ano),0,,,
RA-651,Aluno-651,3,3K,2024,2012,12,,2022,Pública,Topázio,8.689300000100001,,,,3.0,Avaliador-21,,Avaliador-7,,Avaliador-10,,,,9.168,10.0,7.51,8.541666667,,7.5,10.0,6.0,6.5,,,8.336666667,10.0,Fase 2 (5° e 6° ano),1,,,
RA-652,Aluno-652,2,2P,2024,2013,11,,2022,Pública,Ametista,7.361896969700001,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.002,6.931818182000001,7.51,7.916666667,,5.5,4.5,6.5,,,,7.663333333,10.0,Fase 2 (5° e 6° ano),0,,,
RA-653,Aluno-653,3,3R,2024,2011,13,,2022,Pública,Topázio,8.103217647033333,,,,3.0,Avaliador-20,,Avaliador-21,,Avaliador-23,,,,8.751,9.537254902,8.76,8.333333333,,5.166666666666667,6.5,4.5,4.5,,,7.89,10.0,Fase 3 (7° e 8° ano),0,,,
RA-655,Aluno-655,3,3R,2024,2010,14,,2021,Pública,Topázio,8.238600000066668,,,,3.0,Avaliador-20,,Avaliador-21,,Avaliador-23,,,,7.501,10.0,8.76,8.125,,6.833333333333333,8.0,4.0,8.5,,,7.166666667,10.0,Fase 3 (7° e 8° ano),0,,,
RA-656,Aluno-656,3,3R,2024,2011,13,,2021,Pública,Agata,6.668152941266667,,,,3.0,Avaliador-20,,Avaliador-21,,Avaliador-23,,,,9.168,5.978431372666667,7.51,7.5,,4.166666666666667,5.0,3.5,4.0,,,6.106666667,10.0,Fase 3 (7° e 8° ano),0,,,
RA-657,Aluno-657,3,3R,2024,2010,13,,2021,Pública,Topázio,8.207433333400001,,,,3.0,Avaliador-20,,Avaliador-21,,Avaliador-23,,,,8.751,9.6,6.885,8.125,,7.5,8.0,4.5,10.0,,,7.056666667,10.0,Fase 3 (7° e 8° ano),0,,,
RA-658,Aluno-658,3,3M,2024,2012,12,,2022,Pública,Ametista,7.507033333333333,,,,5.0,Avaliador-20,,Avaliador-21,,Avaliador-17,,Avaliador-26,,8.751,10.0,8.135,7.375,,3.6666666666666665,5.5,2.5,3.0,,,6.738,10.0,Fase 2 (5° e 6° ano),1,,,
RA-662,Aluno-662,3,3M,2024,2011,13,,2022,Pública,Ametista,7.107477855466668,,,,5.0,Avaliador-20,,Avaliador-21,,Avaliador-17,,Avaliador-26,,7.917,7.610722610666666,7.51,7.625,,4.166666666666667,4.5,5.0,3.0,,,7.234,10.0,Fase 3 (7° e 8° ano),0,,,
RA-663,Aluno-663,2,2L,2024,2012,12,,2022,Pública,Agata,6.696419461700001,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.502,7.0910973085,5.625,6.875,,6.5,6.0,7.0,,,,6.89,5.0,Fase 3 (7° e 8° ano),-1,,,
RA-664,Aluno-664,2,2N,2024,2012,12,,2022,Pública,Ametista,7.5017244089,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.002,6.7734553775,7.51,8.125,,5.75,3.0,8.5,,,,7.666666667,10.0,Fase 2 (5° e 6° ano),0,,,
RA-665,Aluno-665,2,2M,2024,2011,12,,2022,Pública,Quartzo,5.698703030200001,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.334,5.068181818,5.63,7.5,,4.75,3.0,6.5,,,,5.443333333,5.0,Fase 3 (7° e 8° ano),-1,,,
RA-666,Aluno-666,3,3L,2024,2012,12,,2022,Pública,Topázio,8.185838802933334,,,,4.0,Avaliador-20,,Avaliador-21,,Avaliador-26,,Avaliador-10,,10.002,7.881527348,7.51,7.5,,7.166666666666667,10.0,5.5,6.0,,,8.375,10.0,Fase 3 (7° e 8° ano),0,,,
RA-667,Aluno-667,3,3M,2024,2011,13,,2021,Pública,Ametista,7.177130604266668,,,,5.0,Avaliador-20,,Avaliador-21,,Avaliador-17,,Avaliador-26,,9.168,7.038986354666666,7.51,7.75,,4.666666666666667,5.5,4.5,4.0,,,6.966,10.0,Fase 3 (7° e 8° ano),0,,,
RA-669,Aluno-669,3,3K,2024,2011,12,,2022,Pública,Agata,6.6438703703,,,,3.0,Avaliador-21,,Avaliador-7,,Avaliador-10,,,,7.5,4.851851851666666,7.51,7.291666667,,5.333333333333333,5.0,6.0,5.0,,,6.883333333,10.0,Fase 3 (7° e 8° ano),0,,,
RA-670,Aluno-670,3,3U,2024,2012,12,,2022,Privada - Programa de Apadrinhamento,Topázio,8.8602539683,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,9.585,9.441269841333334,7.51,8.958333333,,8.666666666666666,9.0,7.0,10.0,,,8.166666667,10.0,Fase 2 (5° e 6° ano),1,,,
RA-672,Aluno-672,1,1H,2024,2013,11,,2021,Pública,Quartzo,4.2118138341,,,,3.0,Avaliador-3,,Avaliador-16,,Avaliador-15,,,,7.918,3.95256917,6.26,6.041666667,,0.0,0.0,0.0,,,,4.496666667,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-680,Aluno-680,2,2A,2024,2012,12,,2021,Pública,Quartzo,4.9800714287000005,,,,3.0,Avaliador-19,,Avaliador-5,,Avaliador-2,,,,0.0,6.6428571430000005,5.635,6.666666667,,3.0,2.5,3.5,,,,6.606666667,5.0,Fase 3 (7° e 8° ano),-1,,,
RA-681,Aluno-681,1,1C,2024,2012,11,,2022,Privada,Agata,6.0398818182000005,,,,2.0,Avaliador-3,,Avaliador-15,,,,,,9.502,7.840909091,6.26,5.625,,2.5,5.0,0.0,,,,6.665,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-684,Aluno-684,1,1C,2024,2015,9,,2022,Privada,Ametista,7.769381818200001,,,,2.0,Avaliador-3,,Avaliador-15,,,,,,10.002,9.090909091,7.51,7.5,,4.25,2.5,6.0,,,,8.0,10.0,Fase 1 (3° e 4° ano),0,,,
RA-686,Aluno-686,2,2C,2024,2013,11,,2022,Pública,Topázio,8.040259523700001,,,,3.0,Avaliador-19,,Avaliador-5,,Avaliador-2,,,,8.002,8.7857142855,6.885,8.4375,,7.25,5.0,9.5,,,,7.503333333,10.0,Fase 2 (5° e 6° ano),0,,,
RA-687,Aluno-687,2,2D,2024,2013,11,,2022,Pública,Topázio,8.2739844611,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,7.502,9.2355889725,7.51,8.75,,7.25,6.5,8.0,,,,8.003333333,10.0,Fase 2 (5° e 6° ano),0,,,
RA-688,Aluno-688,2,2B,2024,2013,11,,2022,Pública,Topázio,8.986533333300002,,,,3.0,Avaliador-19,,Avaliador-5,,Avaliador-2,,,,9.502,10.0,8.13,8.333333333,,7.5,6.0,9.0,,,,9.45,10.0,Fase 2 (5° e 6° ano),0,,,
RA-690,Aluno-690,1,1E,2024,2013,11,,2022,Pública,Ametista,7.3853681818,,,,2.0,Avaliador-15,,Avaliador-2,,,,,,7.918,8.409090909,7.51,8.4375,,6.25,7.5,5.0,,,,7.835,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-693,Aluno-693,1,1C,2024,2015,9,,2022,Pública,Topázio,8.9079954545,,,,2.0,Avaliador-3,,Avaliador-15,,,,,,10.002,9.5227272725,9.38,7.8125,,8.0,8.0,8.0,,,,8.42,10.0,Fase 1 (3° e 4° ano),0,,,
RA-696,Aluno-696,2,2B,2024,2013,10,,2021,Pública,Ametista,7.482680952299999,,,,3.0,Avaliador-19,,Avaliador-5,,Avaliador-2,,,,7.418,7.845238095,7.51,7.708333333,,5.25,5.0,5.5,,,,8.0,10.0,Fase 2 (5° e 6° ano),0,,,
RA-698,Aluno-698,2,2A,2024,2013,10,,2021,Pública,Ametista,7.3363190476,,,,3.0,Avaliador-19,,Avaliador-5,,Avaliador-2,,,,9.002,8.3214285715,6.88,7.291666667,,4.5,3.0,6.0,,,,7.273333333,10.0,Fase 2 (5° e 6° ano),0,,,
RA-699,Aluno-699,1,1A,2024,2013,11,,2022,Pública,Agata,6.427771212000001,,,,3.0,Avaliador-14,,Avaliador-3,,Avaliador-15,,,,6.334,7.727272727000001,6.26,6.5625,,6.5,7.0,6.0,,,,5.833333333,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-7,Aluno-7,8,8E,2024,2004,20,,2021,Privada *Parcerias com Bolsa 100%,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,10.0,Fase 8 (Universitários),0,,,
RA-700,Aluno-700,1,1G,2024,2013,11,,2022,Pública,Ametista,7.005745454500001,,,,3.0,Avaliador-16,,Avaliador-3,,Avaliador-15,,,,8.502,9.564393939,5.635,7.291666667,,5.25,5.0,5.5,,,,7.0,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-702,Aluno-702,0,ALFA G - G2/G3,2024,2014,10,,2022,Pública,Ametista,7.665116666600001,,,,3.0,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,9.002,9.75,2.51,7.8125,,9.25,10.0,8.5,,,,7.163333333,5.0,Fase 2 (5° e 6° ano),-2,,,
RA-704,Aluno-704,1,1H,2024,2012,12,,2022,Pública,Agata,6.8121156785000005,,,,3.0,Avaliador-3,,Avaliador-16,,Avaliador-15,,,,7.502,8.646245059,5.635,6.458333333,,6.5,6.0,7.0,,,,6.616666667,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-705,Aluno-705,1,1H,2024,2012,12,,2022,Pública,Quartzo,5.294247619100001,,,,3.0,Avaliador-3,,Avaliador-16,,Avaliador-15,,,,9.002,6.4285714285,5.005,5.625,,3.5,2.0,5.0,,,,4.226666667,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-706,Aluno-706,2,2G,2024,2012,11,,2021,Pública,Quartzo,5.8701964286,,,,4.0,Avaliador-19,,Avaliador-16,,Avaliador-25,,Avaliador-2,,0.0,7.1428571430000005,6.26,7.65625,,3.25,3.0,3.5,,,,7.0,10.0,Fase 2 (5° e 6° ano),0,,,
RA-707,Aluno-707,2,2G,2024,2012,12,,2021,Pública,Agata,6.4975618421000005,,,,4.0,Avaliador-19,,Avaliador-16,,Avaliador-25,,Avaliador-2,,7.917,7.7236842105,4.375,6.40625,,6.5,7.0,6.0,,,,6.415,5.0,Fase 3 (7° e 8° ano),-1,,,
RA-709,Aluno-709,1,1H,2024,2012,12,,2022,Pública,Agata,6.833780895800001,,,,3.0,Avaliador-3,,Avaliador-16,,Avaliador-15,,,,7.418,7.994071146,7.51,6.875,,6.0,6.0,6.0,,,,6.773333333,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-710,Aluno-710,2,2G,2024,2012,12,,2021,Pública,Ametista,7.0366241342,,,,4.0,Avaliador-19,,Avaliador-16,,Avaliador-25,,Avaliador-2,,9.168,8.170995671,5.625,7.65625,,6.75,8.0,5.5,,,,6.5375,5.0,Fase 3 (7° e 8° ano),-1,,,
RA-712,Aluno-712,2,2H,2024,2011,13,,2021,Pública,Agata,6.2236373706000006,,,,4.0,Avaliador-19,,Avaliador-17,,Avaliador-25,,Avaliador-2,,7.502,5.983436853,5.625,6.5625,,6.75,7.0,6.5,,,,6.04,5.0,Fase 3 (7° e 8° ano),-1,,,
RA-713,Aluno-713,2,2H,2024,2013,11,,2021,Pública,Ametista,7.467500983400001,,,,4.0,Avaliador-19,,Avaliador-17,,Avaliador-25,,Avaliador-2,,8.002,7.525879916999999,7.51,7.03125,,6.75,6.0,7.5,,,,6.79,10.0,Fase 2 (5° e 6° ano),0,,,
RA-714,Aluno-714,2,2H,2024,2011,13,,2021,Pública,Quartzo,5.4653662008,,,,4.0,Avaliador-19,,Avaliador-17,,Avaliador-25,,Avaliador-2,,0.0,6.873706004,6.255,7.65625,,4.0,8.0,0.0,,,,6.9975,5.0,Fase 3 (7° e 8° ano),-1,,,
RA-715,Aluno-715,2,2I,2024,2013,11,,2022,Pública,Quartzo,5.3098253133,,,,3.0,Avaliador-19,,Avaliador-17,,Avaliador-2,,,,9.002,5.250626566499999,3.755,5.0,,2.75,2.0,3.5,,,,4.67,10.0,Fase 2 (5° e 6° ano),0,,,
RA-716,Aluno-716,1,1J,2024,2013,11,,2022,Pública,Agata,6.2372943675000005,,,,4.0,Avaliador-16,,Avaliador-18,,Avaliador-15,,Avaliador-2,,9.002,5.5335968375,7.51,6.71875,,5.75,5.5,6.0,,,,5.7875,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-718,Aluno-718,2,2I,2024,2014,10,,2022,Pública,Topázio,8.705811111100001,,,,3.0,Avaliador-19,,Avaliador-17,,Avaliador-2,,,,10.002,9.5138888885,5.635,7.5,,9.5,9.0,10.0,,,,7.946666667,10.0,Fase 1 (3° e 4° ano),1,,,
RA-719,Aluno-719,1,1J,2024,2012,12,,2021,Pública,Ametista,7.1193969697,,,,4.0,Avaliador-16,,Avaliador-18,,Avaliador-15,,Avaliador-2,,10.002,7.3484848485,7.51,7.5,,6.5,5.0,8.0,,,,6.7425,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-721,Aluno-721,2,2G,2024,2014,10,,2021,Pública,Topázio,8.8986026915,,,,4.0,Avaliador-19,,Avaliador-16,,Avaliador-25,,Avaliador-2,,9.002,9.5445134575,8.135,8.75,,8.25,9.0,7.5,,,,8.755,10.0,Fase 2 (5° e 6° ano),0,,,
RA-725,Aluno-725,0,ALFA G - G2/G3,2024,2014,10,,2022,Pública,Ametista,7.0900771929,,,,3.0,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,7.502,7.6710526315,7.51,7.5,,7.25,7.0,7.5,,,,6.773333333,5.0,Fase 1 (3° e 4° ano),-1,,,
RA-727,Aluno-727,1,1G,2024,2014,10,,2022,Pública,Topázio,8.447003030300001,,,,3.0,Avaliador-16,,Avaliador-3,,Avaliador-15,,,,10.002,8.4848484845,6.26,8.125,,8.5,10.0,7.0,,,,8.056666667,10.0,Fase 1 (3° e 4° ano),0,,,
RA-729,Aluno-729,0,ALFA J - G2/G3,2024,2014,10,,2022,Pública,Agata,6.684533333300001,,,,2.0,Avaliador-3,,Avaliador-13,,,,,,8.002,8.4166666665,2.51,7.5,,6.0,6.0,6.0,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,,,
RA-730,Aluno-730,2,2I,2024,2012,11,,2021,Pública,Topázio,8.469255555700002,,,,3.0,Avaliador-19,,Avaliador-17,,Avaliador-2,,,,8.002,7.152777778,6.885,9.166666667,,9.5,10.0,9.0,,,,8.666666667,10.0,Fase 2 (5° e 6° ano),0,,,
RA-731,Aluno-731,2,2G,2024,2012,12,,2021,Pública,Quartzo,4.7704873377000006,,,,4.0,Avaliador-19,,Avaliador-16,,Avaliador-25,,Avaliador-2,,9.502,4.188311688500001,4.375,5.78125,,2.5,0.0,5.0,,,,4.835,5.0,Fase 3 (7° e 8° ano),-1,,,
RA-733,Aluno-733,1,1J,2024,2013,10,,2022,Pública,Topázio,8.808825,,,,4.0,Avaliador-16,,Avaliador-18,,Avaliador-15,,Avaliador-2,,10.002,10.0,7.51,8.90625,,9.25,9.0,9.5,,,,9.085,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-735,Aluno-735,2,2H,2024,2012,12,,2021,Pública,Ametista,7.7888467391,,,,4.0,Avaliador-19,,Avaliador-17,,Avaliador-25,,Avaliador-2,,8.002,9.7826086955,6.255,7.65625,,8.0,8.0,8.0,,,,7.705,5.0,Fase 3 (7° e 8° ano),-1,,,
RA-737,Aluno-737,2,2H,2024,2013,11,,2022,Pública,Topázio,8.4695488613,,,,4.0,Avaliador-19,,Avaliador-17,,Avaliador-25,,Avaliador-2,,8.502,8.6542443065,6.885,7.5,,9.25,9.0,9.5,,,,8.0,10.0,Fase 2 (5° e 6° ano),0,,,
RA-738,Aluno-738,1,1H,2024,2014,10,,2022,Pública,Ametista,7.2626980238,,,,3.0,Avaliador-3,,Avaliador-16,,Avaliador-15,,,,10.002,7.292490119,6.885,6.875,,7.25,7.5,7.0,,,,7.39,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-740,Aluno-740,1,1H,2024,2013,11,,2022,Privada,Topázio,8.1611005269,,,,3.0,Avaliador-3,,Avaliador-16,,Avaliador-15,,,,9.002,9.555335968,7.51,8.541666667,,8.0,8.0,8.0,,,,8.223333333,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-741,Aluno-741,1,1H,2024,2012,12,,2022,Pública,Quartzo,5.0795885374,,,,3.0,Avaliador-3,,Avaliador-16,,Avaliador-15,,,,8.418,5.2964426875,5.005,5.833333333,,3.75,3.5,4.0,,,,4.223333333,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-743,Aluno-743,1,1C,2024,2013,11,,2022,Pública,Ametista,7.655745454500001,,,,2.0,Avaliador-3,,Avaliador-15,,,,,,9.002,9.2727272725,7.51,7.5,,7.0,6.5,7.5,,,,7.5,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-745,Aluno-745,2,2I,2024,2013,11,,2021,Privada - Programa de Apadrinhamento,Topázio,8.6102,,,,3.0,Avaliador-19,,Avaliador-17,,Avaliador-2,,,,9.002,10.0,6.26,7.5,,8.5,8.0,9.0,,,,8.17,10.0,Fase 2 (5° e 6° ano),0,,,
RA-746,Aluno-746,2,2I,2024,2014,10,,2022,Pública,Ametista,7.903311111100001,,,,3.0,Avaliador-19,,Avaliador-17,,Avaliador-2,,,,8.502,7.4305555555,7.51,7.5,,8.0,8.0,8.0,,,,7.33,10.0,Fase 2 (5° e 6° ano),0,,,
RA-747,Aluno-747,1,1K,2024,2011,12,,2022,Pública,Quartzo,5.8450809523,,,,2.0,Avaliador-15,,Avaliador-2,,,,,,10.002,8.095238095,5.005,7.083333333,,2.25,4.5,0.0,,,,5.335,5.0,Fase 3 (7° e 8° ano),-2,,,
RA-748,Aluno-748,1,1K,2024,2013,11,,2021,Pública,Topázio,8.2272,,,,2.0,Avaliador-15,,Avaliador-2,,,,,,9.502,10.0,7.51,8.75,,7.75,7.5,8.0,,,,8.005,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-749,Aluno-749,0,ALFA O - G2/G3,2024,2013,10,,2022,Pública,Topázio,8.3373184211,,,,2.0,Avaliador-12,,Avaliador-13,,,,,,9.502,9.7368421055,8.13,8.4375,,8.75,10.0,7.5,,,,7.665,5.0,Fase 2 (5° e 6° ano),-2,,,
RA-750,Aluno-750,1,1B,2024,2012,12,,2021,Pública,Quartzo,4.542230369,,,,3.0,Avaliador-14,,Avaliador-3,,Avaliador-15,,,,6.249,5.938735178,4.38,4.0625,,3.75,0.5,7.0,,,,3.176666667,5.0,Fase 3 (7° e 8° ano),-2,,,
RA-752,Aluno-752,2,2U,2024,2011,12,,2022,Pública,Agata,6.57279265,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.502,7.525879916999999,7.51,5.9375,,5.75,7.0,4.5,,,,5.613333333,5.0,Fase 3 (7° e 8° ano),-1,,,
RA-753,Aluno-753,1,1K,2024,2014,10,,2022,Pública,Topázio,8.2450571429,,,,2.0,Avaliador-15,,Avaliador-2,,,,,,10.002,9.047619048,7.51,8.333333333,,8.5,9.0,8.0,,,,8.255,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-754,Aluno-754,0,ALFA L - G2/G3,2024,2013,11,,2022,Pública,Quartzo,5.6127,,,,2.0,Avaliador-12,,Avaliador-13,,,,,,8.502,6.25,5.625,2.5,,6.25,6.0,6.5,,,,4.75,5.0,Fase 2 (5° e 6° ano),-2,,,
RA-755,Aluno-755,1,1M,2024,2014,10,,2022,Pública,Topázio,8.925450000000001,,,,2.0,Avaliador-17,,Avaliador-2,,,,,,10.002,10.0,7.51,9.0625,,9.75,10.0,9.5,,,,9.09,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-756,Aluno-756,0,ALFA L - G2/G3,2024,2013,11,,2022,Pública,Ametista,7.361700000000001,,,,2.0,Avaliador-12,,Avaliador-13,,,,,,10.002,8.75,7.51,8.125,,5.5,10.0,1.0,,,,7.24,5.0,Fase 2 (5° e 6° ano),-2,,,
